id,area,centroid,rectangle
493,16,"(215, 117)","((215, 114), (217, 122))"
494,28,"(221, 120)","((221, 114), (223, 128))"
495,10,"(224, 117)","((224, 115), (226, 120))"
496,6,"(2, 117)","((2, 116), (4, 119))"
497,4,"(41, 117)","((41, 117), (43, 119))"
498,26,"(74, 123)","((74, 117), (76, 130))"
499,32,"(77, 123)","((77, 116), (79, 132))"
500,38,"(80, 125)","((80, 116), (82, 135))"
501,22,"(83, 121)","((83, 116), (85, 127))"
502,26,"(92, 122)","((92, 116), (94, 129))"
503,16,"(98, 119)","((98, 116), (100, 124))"
504,8,"(140, 117)","((140, 116), (142, 120))"
505,22,"(143, 121)","((143, 116), (145, 127))"
506,6,"(155, 117)","((155, 116), (157, 119))"
507,10,"(161, 118)","((161, 116), (163, 121))"
508,10,"(167, 119)","((167, 117), (169, 122))"
509,4,"(191, 116)","((191, 116), (193, 118))"
510,8,"(218, 117)","((218, 116), (220, 120))"
511,8,"(227, 117)","((227, 116), (229, 120))"
512,6,"(50, 119)","((50, 118), (52, 121))"
513,6,"(68, 120)","((68, 119), (70, 122))"
514,8,"(101, 120)","((101, 119), (103, 123))"
515,8,"(107, 119)","((107, 118), (109, 122))"
516,8,"(152, 119)","((152, 118), (154, 122))"
517,6,"(164, 119)","((164, 118), (166, 121))"
518,6,"(194, 120)","((194, 119), (196, 122))"
519,8,"(197, 120)","((197, 119), (199, 123))"
520,30,"(65, 128)","((65, 121), (67, 136))"
521,20,"(71, 124)","((71, 120), (73, 130))"
522,6,"(104, 121)","((104, 120), (106, 123))"
523,16,"(116, 124)","((116, 121), (118, 129))"
524,6,"(119, 122)","((119, 121), (121, 124))"
525,10,"(146, 122)","((146, 120), (148, 125))"
526,4,"(149, 120)","((149, 120), (151, 122))"
527,8,"(155, 122)","((155, 121), (157, 125))"
528,6,"(158, 122)","((158, 121), (160, 124))"
529,4,"(191, 121)","((191, 121), (193, 123))"
530,6,"(233, 121)","((233, 120), (235, 123))"
531,28,"(23, 129)","((23, 123), (25, 137))"
532,6,"(26, 124)","((26, 123), (28, 126))"
533,10,"(35, 124)","((35, 122), (37, 127))"
534,6,"(38, 123)","((38, 122), (40, 125))"
535,6,"(62, 123)","((62, 122), (64, 125))"
