id,area,centroid,rectangle
395,8,"(877, 260)","((876, 260), (880, 262))"
396,182,"(91, 272)","((85, 262), (98, 283))"
397,518,"(600, 280)","((583, 263), (625, 297))"
398,14,"(723, 263)","((721, 262), (727, 265))"
399,8,"(784, 263)","((783, 263), (787, 265))"
400,101,"(33, 267)","((24, 264), (41, 273))"
401,8,"(330, 264)","((329, 264), (333, 266))"
402,161,"(509, 272)","((502, 265), (517, 281))"
403,138,"(731, 271)","((724, 264), (741, 279))"
404,1818,"(864, 288)","((827, 265), (901, 316))"
405,8,"(787, 266)","((786, 266), (790, 268))"
406,8,"(907, 266)","((906, 266), (910, 268))"
407,8,"(125, 268)","((124, 268), (128, 270))"
408,13,"(431, 269)","((429, 268), (434, 271))"
409,14,"(716, 270)","((714, 269), (720, 272))"
410,282,"(823, 279)","((809, 269), (838, 289))"
411,8,"(260, 271)","((259, 271), (263, 273))"
412,13,"(777, 271)","((775, 270), (780, 273))"
413,8,"(800, 271)","((799, 271), (803, 273))"
414,27,"(13, 275)","((11, 273), (17, 279))"
415,8,"(252, 273)","((251, 273), (255, 275))"
416,16,"(268, 274)","((266, 273), (271, 277))"
417,16,"(330, 273)","((328, 272), (334, 276))"
418,18,"(28, 275)","((26, 274), (32, 278))"
419,277,"(417, 284)","((409, 274), (426, 296))"
420,75,"(799, 277)","((794, 274), (806, 283))"
421,8,"(922, 275)","((921, 275), (925, 277))"
422,48,"(71, 279)","((67, 277), (78, 284))"
423,397,"(392, 290)","((380, 277), (404, 303))"
424,172,"(934, 287)","((927, 277), (944, 298))"
425,152,"(225, 287)","((221, 278), (232, 298))"
426,8,"(291, 279)","((290, 279), (294, 281))"
427,8,"(345, 279)","((344, 279), (348, 281))"
428,8,"(200, 280)","((199, 280), (203, 282))"
429,13,"(353, 281)","((351, 280), (356, 283))"
430,22,"(371, 282)","((368, 281), (375, 285))"
431,8,"(715, 281)","((714, 281), (718, 283))"
432,16,"(448, 284)","((446, 283), (452, 287))"
433,38,"(584, 285)","((580, 283), (589, 289))"
434,8,"(758, 283)","((757, 283), (761, 285))"
435,6,"(1, 285)","((0, 285), (3, 287))"
436,1082,"(187, 303)","((168, 284), (216, 324))"
437,113,"(357, 292)","((352, 287), (364, 299))"
438,22,"(630, 288)","((628, 286), (635, 291))"
439,6,"(1, 288)","((0, 288), (3, 290))"
440,27,"(26, 290)","((24, 288), (30, 294))"
441,90,"(505, 293)","((500, 289), (512, 300))"
442,8,"(621, 288)","((620, 288), (624, 290))"
443,329,"(767, 298)","((752, 289), (783, 308))"
444,67,"(792, 295)","((788, 290), (798, 300))"
445,301,"(318, 300)","((306, 293), (334, 308))"
446,8,"(479, 292)","((478, 292), (482, 294))"
447,16,"(563, 294)","((561, 293), (566, 297))"
448,13,"(628, 294)","((626, 293), (631, 296))"
449,8,"(718, 293)","((717, 293), (721, 295))"
450,78,"(726, 298)","((721, 294), (733, 303))"
451,189,"(118, 300)","((106, 296), (131, 306))"
452,442,"(641, 311)","((625, 297), (656, 323))"
453,8,"(949, 296)","((948, 296), (952, 298))"
454,951,"(258, 319)","((238, 298), (276, 338))"
455,27,"(289, 301)","((286, 299), (293, 304))"
456,2,"(963, 299)","((963, 299), (964, 301))"
457,6,"(1, 300)","((0, 300), (3, 302))"
458,204,"(72, 307)","((62, 300), (83, 315))"
459,119,"(408, 307)","((403, 300), (415, 315))"
460,8,"(337, 302)","((336, 302), (340, 304))"
461,27,"(446, 304)","((444, 302), (450, 308))"
462,29,"(612, 305)","((610, 303), (616, 309))"
463,48,"(791, 304)","((787, 302), (796, 309))"
464,27,"(156, 306)","((154, 304), (160, 310))"
465,98,"(366, 309)","((360, 305), (373, 315))"
466,95,"(598, 310)","((589, 304), (608, 317))"
467,14,"(216, 308)","((214, 307), (220, 310))"
468,14,"(680, 306)","((677, 306), (684, 308))"
469,124,"(802, 312)","((796, 307), (810, 320))"
470,16,"(109, 310)","((107, 309), (112, 313))"
471,16,"(503, 310)","((501, 309), (507, 313))"
472,8,"(541, 308)","((540, 308), (544, 310))"
473,14,"(755, 309)","((752, 309), (759, 311))"
474,30,"(436, 313)","((434, 311), (441, 317))"
475,250,"(571, 321)","((563, 312), (580, 332))"
476,8,"(15, 315)","((14, 315), (18, 317))"
477,8,"(420, 315)","((419, 315), (423, 317))"
478,806,"(462, 331)","((444, 315), (490, 346))"
479,8,"(700, 314)","((699, 314), (703, 316))"
480,111,"(291, 322)","((286, 316), (297, 329))"
481,3785,"(341, 365)","((293, 317), (383, 411))"
482,8,"(545, 316)","((544, 316), (548, 318))"
